full_title,abbrev,page_key,source_url
BIOSTEREOMETRIC TECHNOLOGY AND APPLICATIONS,P SOC PHOTO-OPT INS,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOSTRATIGRAPHY IN PRODUCTION AND DEVELOPMENT GEOLOGY,GEOL SOC SPEC PUBL,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOSURFACTANTS,ADV EXP MED BIOL,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOSURVEILLANCE AND BIOSECURITY, PROCEEDINGS",LECT N BIOINFORMAT,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOSYNTHESIS,TOP CURR CHEM,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOSYNTHESIS OF THE TETRAPYRROLE PIGMENTS,CIBA F SYMP,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOSYNTHESIS OF VITAMINS IN PLANTS: VITAMINS A, B1, B2, B3, B5, PT A",ADV BOT RES,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOSYNTHESIS OF VITAMINS IN PLANTS: VITAMINS B6, B8, B9, C, E, K - PT B",ADV BOT RES,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOSYNTHESIS: AROMATIC POLYKETIDES, ISOPRENOIDS, ALKALOIDS",TOP CURR CHEM,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOSYSTEMATICS AND ECOLOGY SERIES,BIOSYST ECOL SER,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOSYSTEMS,BIOSYSTEMS,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOSYSTEMS ENGINEERING,BIOSYST ENG,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOSYSTEMS ENGINEERING I: CREATING SUPERIOR BIOCATALYSTS,ADV BIOCHEM ENG BIOT,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOSYSTEMS ENGINEERING II: LINKING CELLULAR NETWORKS AND BIOPROCESSES,ADV BIOCHEM ENG BIOT,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTA NEOTROPICA,BIOTA NEOTROP,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECH FORUM EUROPE,BIOTECH FORUM EUROPE,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHFORUM BTF,BIOTECHFOR,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNIC & HISTOCHEMISTRY,BIOTECH HISTOCHEM,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNIQUES,BIOTECHNIQUES,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNIQUES FOR AIR POLLUTION ABATEMENT AND ODOUR CONTROL POLICIES,STUD ENVIRON SCI,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNIQUES FOR AIR POLLUTION CONTROL,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGICAL APPLICATIONS OF BIODIVERSITY,ADV BIOCHEM ENG BIOT,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,BIOTECHNOL AGRON SOC,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGIES IN PERSPECTIVE : SOCIO-ECONOMIC IMPLICATIONS FOR DEVELOPING COUNTRIES,FUT OR ST,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOTECHNOLOGY  AND GENETIC ENGINEERING REVIEWS, VOL 25",BIOTECHNOL GENET ENG,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY & BIOTECHNOLOGICAL EQUIPMENT,BIOTECHNOL BIOTEC EQ,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY & GENETIC ENGINEERING REVIEWS,BIOTECHNOL GENET ENG,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOTECHNOLOGY & GENETIC ENGINEERING REVIEWS, VOL 14",BIOTECHNOL GENET ENG,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOTECHNOLOGY & GENETIC ENGINEERING REVIEWS, VOL 17",BIOTECHNOL GENET ENG,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOTECHNOLOGY & GENETIC ENGINEERING REVIEWS, VOL 19",BIOTECHNOL GENET ENG,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOTECHNOLOGY & GENETIC ENGINEERING REVIEWS, VOL 20",BIOTECHNOL GENET ENG,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOTECHNOLOGY & GENETIC ENGINEERING REVIEWS, VOL. 15",BIOTECHNOL GENET ENG,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY : BRIDGING RESEARCH AND APPLICATIONS,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY ADVANCES,BIOTECHNOL ADV,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY AND APPLIED BIOCHEMISTRY,BIOTECHNOL APPL BIOC,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY AND BIOACTIVE POLYMERS,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY AND BIODEGRADATION,ADV AP BIOT,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY AND BIOENGINEERING,BIOTECHNOL BIOENG,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY AND BIOPROCESS ENGINEERING,BIOTECHNOL BIOPROC E,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY AND DEVELOPMENT MONITOR,BIOTECHNOL DEV MONIT,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY AND ENVIRONMENTAL SCIENCE,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY AND FOOD PROCESS ENGINEERING,IFT BAS SYM,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY AND FOOD SAFETY,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOTECHNOLOGY AND GENETIC ENGINEERING REVIEWS VOL 28, ISSUE 1",BIOTECHNOL GENET ENG,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOTECHNOLOGY AND GENETIC ENGINEERING REVIEWS, VOL 13",BIOTECHNOL GENET ENG,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOTECHNOLOGY AND GENETIC ENGINEERING REVIEWS, VOL 16",BIOTECHNOL GENET ENG,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOTECHNOLOGY AND GENETIC ENGINEERING REVIEWS, VOL 26",BIOTECHNOL GENET ENG,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOTECHNOLOGY AND GENETIC ENGINEERING REVIEWS, VOL 27",BIOTECHNOL GENET ENG,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOTECHNOLOGY AND GENETIC ENGINEERING REVIEWS, VOL 29, ISSUE 2",BIOTECHNOL GENET ENG,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOTECHNOLOGY AND GENETIC ENGINEERING REVIEWS, VOL 29, ISSUE1",BIOTECHNOL GENET ENG,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOTECHNOLOGY AND GENETIC ENGINEERING REVIEWS, VOL 30, ISSUE 1",BIOTECHNOL GENET ENG,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOTECHNOLOGY AND GENETIC ENGINEERING REVIEWS, VOL 30, ISSUE 2",BIOTECHNOL GENET ENG,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY AND HUMAN GENETIC PREDISPOSITION TO DISEASE,UCLA SYM BI,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY AND INDUSTRY,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY AND MEDICINE,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY AND MOLECULAR BIOLOGY OF LACTIC ACID BACTERIA FOR THE IMPROVEMENT OF FOODS AND FEEDS QUALITY,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY AND NUTRITION,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY AND POLYMERS,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY AND SUSTAINABLE AGRICULTURE 2006 AND BEYOND,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY AND THE ENVIRONMENT INCLUDING BIOGEOTECHNOLOGY,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY AND THE FOOD INDUSTRY,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOTECHNOLOGY APPLICATIONS OF MICROINJECTION, MICROSCOPIC IMAGING, AND FLUORESCENCE",NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY EDUCATION,BIOTECHNOL EDUC,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY FOR ARIDLAND PLANTS,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY FOR BIOFUELS,BIOTECHNOL BIOFUELS,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY FOR CONTROL OF GROWTH AND PRODUCT QUALITY IN MEAT PRODUCTION : IMPLICATIONS AND ACCEPTABILITY,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY FOR CONTROL OF GROWTH AND PRODUCT QUALITY IN SWINE,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY FOR IMPROVED FOODS AND FLAVORS,ACS SYM SER,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOTECHNOLOGY FOR THE ENVIRONMENT: SOIL REMEDIATION, VOL 3B",FOCUS BIOTECHNOL,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY FOR THE FUTURE,ADV BIOCHEM ENG BIOT,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY FOR WASTE MANAGEMENT AND SITE RESTORATION,NATO ASI 2,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY FOR WATER USE AND CONSERVATION,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY IN AGRICULTURE,BIOTECHN AG,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY IN AGRICULTURE,CURR PLANT SCI BIOT,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY IN BLOOD TRANSFUSION,DEV HEMATOL,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY IN CHINA I,ADV BIOCHEM ENG BIOT,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOTECHNOLOGY IN CHINA II: CHEMICALS, ENERGY AND ENVIRONMENT",ADV BIOCHEM ENG BIOT,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY IN CHINA III: BIOFUELS AND BIOENERGY,ADV BIOCHEM ENG BIOT,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY IN FUTURE SOCIETY,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY IN GROWTH REGULATION,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOTECHNOLOGY IN HORTICULTURAL CROP IMPROVEMENT: ACHIEVEMENTS, OPPORTUNITIES AND LIMITATIONS",ACTA HORTIC,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY IN SUSTAINABLE BIODIVERSITY AND FOOD SECURITY,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY IN THE FEED INDUSTRY,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY IN THE FEED INDUSTRY : PROCEEDINGS OF ALLTECHS FIFTH ANNUAL SYMPOSIUM,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY IN THE PULP AND PAPER INDUSTRY: 8TH ICBPPI,PROGR BIOTECHNOL,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY IN THE SUSTAINABLE ENVIRONMENT,ENVIR SCI R,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY JOURNAL,BIOTECHNOL J,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY LAW REPORT,BIOTECHNOL LAW REP,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY LETTERS,BIOTECHNOL LETT,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY OF AMYLODEXTRIN OLIGOSACCHARIDES,ACS SYM SER,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY OF BLOOD PROTEINS,COLLOQ INSE,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY OF CELL REGULATION,SER SYMP AD,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY OF ECTOMYCORRHIZAE,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY OF FOOD AND FEED ADDITIVES,ADV BIOCHEM ENG BIOT,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY OF FUNGI FOR IMPROVING PLANT GROWTH,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY OF HAIRY ROOT SYSTEMS,ADV BIOCHEM ENG BIOT,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY OF ISOPRENOIDS,ADV BIOCHEM ENG BIOT,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY OF PLASMA PROTEINS,CURR STUD HEMATOL BL,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY PROGRESS,BIOTECHNOL PROGR,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY R&D TRENDS,ANN NY ACAD SCI,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY RESEARCH AND APPLICATIONS,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY SOFTWARE & INTERNET JOURNAL,BIOTECHNOL SOFTW I J,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY SOFTWARE JOURNAL,BIOTECHNOL SOFTW J,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY TECHNIQUES,BIOTECHNOL TECH,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY THERAPEUTICS,BIOTECHNOL THER,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOTECHNOLOGY, AGRICULTURE, ENVIRONMENT AND ENERGY",NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOTECHNOLOGY, BIOSAFETY, AND BIODIVERSITY: SCIENTIFIC AND ETHICAL ISSUES FOR SUSTAINABLE DEVELOPMENT",NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOTECHNOLOGY, CHEMICAL AND MATERIALS ENGINEERING II, PTS 1 AND 2",ADV MATER RES-SWITZ,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOTECHNOLOGY, CHEMICAL AND MATERIALS ENGINEERING III, PTS 1 AND 2",ADV MATER RES-SWITZ,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOTECHNOLOGY, CHEMICAL AND MATERIALS ENGINEERING, PTS 1-3",ADV MATER RES-SWITZ,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOTECHNOLOGY, PATENTS AND MORALITY",NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY: BETWEEN COMMERCE AND CIVIL SOCIETY,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY: PHARMACEUTICAL ASPECTS,BIOTECH PHARM ASPECT,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTECHNOLOGY: SCIENCE AND SOCIETY AT A CROSSROAD,NABC REP,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTELEMETRY,BIOTELEMETRY,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTELEMETRY AND PATIENT MONITORING,BIOTELEM PAT MON,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTHERAPY,BIOTHERAPY,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOTHIOLS, PT A",METHOD ENZYMOL,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOTHIOLS, PT B",METHOD ENZYMOL,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
"BIOTIC DIVERSITY AND GERMPLASM PRESERVATION, GLOBAL IMPERATIVES",BELTSV SYMP,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTIC DIVERSITY IN SOUTHERN AFRICA : CONCEPTS AND CONSERVATION,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTIC INTERACTIONS AND GLOBAL CHANGE,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTIC RECOVERY FROM MASS EXTINCTION EVENTS,GEOL SOC SP,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTRANSPORT: HEAT AND MASS TRANSFER IN LIVING SYSTEMS,ANN NY ACAD SCI,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTREATMENT,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOTROPICA,BIOTROPICA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOWARNING SYSTEM IN THE BRAIN,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIOWORLD,BIOWORLD,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIPOLAR DISORDERS,BIPOLAR DISORD,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIR REPORT,BIR REPORT,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIRD BEHAVIOUR,BIRD BEHAV,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIRD CONSERVATION INTERNATIONAL,BIRD CONSERV INT,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIRD HORMONES AND BIRD MIGRATIONS: ANALYZING HORMONES IN DROPPINGS AND EGG YOLKS AND ASSESSING ADAPTATIONS IN LONG-DISTANCE MIGRATION,ANN NY ACAD SCI,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIRD STUDY,BIRD STUDY,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIRD-BANDING,BIRD BANDING,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIRDS AND CLIMATE CHANGE,ADV ECOL RES,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIRDS IN THE BOREAL FOREST,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIRTH AND THE FAMILY JOURNAL,BIRTH FAM J,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIRTH DEFECTS : ORIGINAL ARTICLE SERIES,BIRTH DEF,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIRTH DEFECTS RESEARCH PART A-CLINICAL AND MOLECULAR TERATOLOGY,BIRTH DEFECTS RES A,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIRTH DEFECTS RESEARCH PART B-DEVELOPMENTAL AND REPRODUCTIVE TOXICOLOGY,BIRTH DEFECTS RES B,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIRTH DEFECTS RESEARCH PART C-EMBRYO TODAY-REVIEWS,BIRTH DEFECTS RES C,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIRTH DEFECTS-ORIGINAL ARTICLE SERIES,BIRTH DEFECTS-ORIG,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIRTH OF HATRED,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIRTH OF THE UNIVERSE AND FUNDAMENTAL PHYSICS,LECT NOTES PHYS,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIRTH RISKS,NESTLE NUTR WORKS SE,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIRTH-ISSUES IN PERINATAL CARE,BIRTH-ISS PERINAT C,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIRTHDAY IN MY AMAZING WORLD: COMPILATION ON HUGUES C. PERNATH,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIS 2000,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIS'99: 3RD INTERNATIONAL CONFERENCE ON BUSINESS INFORMATION SYSTEMS,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BISET FUNCTORS FOR FINITE GROUPS,LECT NOTES MATH,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BISMUTH-MEDIATED ORGANIC REACTIONS,TOP CURR CHEM,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BISPHOSPHONATES AND OSTEONECROSIS OF THE JAW,ANN NY ACAD SCI,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIT,BIT,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIT NUMERICAL MATHEMATICS,BIT,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BITS AND PIECES : TEXTILE TRADITIONS,NA,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BITTERROOT ECOSYSTEM MANAGEMENT RESEARCH PROJECT: WHAT WE HAVE L EARNED,US FOR SERV RMRS-P,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BITUMINOUS BINDERS 2002,TRANSPORT RES REC,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BITUMINOUS BINDERS 2003,TRANSPORT RES REC,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BITUMINOUS BINDERS 2004,TRANSPORT RES REC,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BITUMINOUS BINDERS 2005,TRANSPORT RES REC,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BITUMINOUS MATERIALS AND NONBITUMINOUS COMPONENTS OF BITUMINOUS PAVING MIXTURES 2006,TRANSPORT RES REC,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BITUMINOUS PAVING MIXTURES 2002,TRANSPORT RES REC,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BITUMINOUS PAVING MIXTURES 2003,TRANSPORT RES REC,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BITUMINOUS PAVING MIXTURES 2004,TRANSPORT RES REC,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BITUMINOUS PAVING MIXTURES 2005,TRANSPORT RES REC,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
BIULLETEN EKSPERIMENTALNOL BIOLOGII I MEDITSINY,B EXP BIOL MED+,B,https://wos-help.webofscience.com/WOKRS535R111/help/WOS/B_abrvjt.html
